135;74;36
126;68;33
115;59;30
165;102;45
130;72;36
121;62;33
121;62;33
157;88;49
135;74;36
130;71;25
135;74;36
135;74;36
150;79;45
127;65;28
134;67;31
141;69;37
112;56;25
132;71;43
136;67;32
135;68;32
128;69;29
110;56;37
127;65;32
118;98;57
117;92;69
115;99;64
110;92;56
123;104;60
127;109;66
115;98;62
110;91;55
110;91;55
137;118;83
118;98;57
113;90;53
125;113;57
118;98;57
118;98;57
105;83;60
125;105;57
118;99;58
117;106;57
123;106;71
124;104;63
115;92;56
137;129;67
99;79;54
118;100;44
